"iso_code","country","l_Y","D","PC1","PC2","PC3","PC4"
"ALB","Albania",4.16734599605471,"HighFreedom",0.372789868369563,0.00206536361197419,0.528762748039868,-0.37179347163869
"DZA","Algeria",3.76298550976582,"LowFreedom",-2.43209876872203,-1.29854396535083,0.110175153109,1.54048274326143
"AGO","Angola",3.020399736072,"LowFreedom",-2.16466848906477,-0.918409857336632,0.219492445164398,0.383210541007453
"ARG","Argentina",3.14804589344803,"LowFreedom",-0.250518518814962,-1.73221464094022,0.672499336468534,0.968685210115209
"ARM","Armenia",3.69069341539093,"HighFreedom",0.477811744317591,-0.784025230771296,0.529868581110719,-0.236830197237753
"AUS","Australia",4.43496389678069,"HighFreedom",3.13901641325057,1.18458356067768,-0.789724942823994,-0.230070959793643
"AUT","Austria",3.3405029753275,"HighFreedom",2.24416969585698,-0.411027499835688,1.71615004278084,0.939741880443314
"AZE","Azerbaijan",3.22704770392594,"LowFreedom",-0.790846897523923,-0.515786861794438,-1.34689141188476,0.39664604031121
"BHS","Bahamas, The",4.13015687513583,"HighFreedom",1.59390942226165,-0.3929862563256,0.99956692180473,-0.594768177650628
"BHR","Bahrain",4.46102567568602,"HighFreedom",0.951301263188704,0.180083339192761,0.678574996150706,-0.704924927993232
"BGD","Bangladesh",3.67688429068243,"LowFreedom",-1.91897918001239,-0.500130722355668,-0.394873827487341,0.0330706026278255
"BRB","Barbados",2.55844124789185,"HighFreedom",0.805221419285866,-0.755391242273238,-0.882481495869187,-0.168718208104427
"BEL","Belgium",4.62630299976246,"HighFreedom",2.20904245779235,0.435613471737174,-0.540277801009801,0.458504344150957
"BLZ","Belize",3.79478077516016,"LowFreedom",-0.228403082148763,-0.00726513222748544,-0.70493903779694,-1.2181254979485
"BEN","Benin",3.57120843840183,"LowFreedom",-2.3509596951232,1.50600527860548,0.160777918971244,0.0210259202015632
"BTN","Bhutan",3.73389806729895,"LowFreedom",0.789718703605451,0.707500007607432,-0.558960751065549,-0.182514196514686
"BOL","Bolivia",4.03564819080204,"LowFreedom",-0.876749221825462,-2.4011556212881,-0.268962513929955,-0.0164603167629054
"BIH","Bosnia and Herzegovina",3.90874146004283,"LowFreedom",0.351575611007623,-0.628066938558162,-0.594076509149507,-0.814909729627079
"BWA","Botswana",3.16616198851482,"LowFreedom",-0.0937216363048229,-0.0654575258377412,-1.019344219609,0.658903049862251
"BRA","Brazil",3.66892810040853,"LowFreedom",-0.194545272303876,-1.80519196305453,0.784781066856544,0.254112568190873
"BGR","Bulgaria",4.79356924479663,"HighFreedom",1.26506743342189,-1.30863882092936,-0.595574483307892,-0.476055093736252
"BFA","Burkina Faso",3.79057089642183,"LowFreedom",-2.44444380031849,1.4647305795653,0.644453654639457,-0.178581075074904
"CPV","Cabo Verde",4.44054574663578,"HighFreedom",0.479269694766801,-0.349132324735813,-0.311490796861706,-0.485057386202237
"KHM","Cambodia",4.54855241390446,"LowFreedom",-1.66866112521179,-1.07123589384859,-1.00200640616407,-0.398981583827021
"CAN","Canada",4.56270505924433,"HighFreedom",2.77814623401614,0.0345416378810346,1.61963205044485,-0.275619536519186
"CHL","Chile",4.08172162325975,"HighFreedom",0.840639795389754,0.102335679137261,1.05235475547699,0.468450741692269
"CHN","China",5.06049847919816,"LowFreedom",-0.26061711498204,-0.73623450521083,-1.61997781087351,0.259155776269229
"COL","Colombia",3.70743328777614,"LowFreedom",-0.0469127629132318,-0.0856790171092316,-0.747336698665531,-0.337975829189408
"COM","Comoros",2.46867108928777,"LowFreedom",-2.69727234597101,0.334038715302452,0.235092266120661,-0.351901345525234
"COG","Congo, Rep.",3.23831443572236,"LowFreedom",-2.78414277802267,-0.708962466059922,-1.06151294698504,0.788767794785509
"CRI","Costa Rica",3.91998885820956,"HighFreedom",1.06720005708765,-0.0550470742794278,0.937240937987619,-0.0734777882253742
"HRV","Croatia",4.34609778316387,"HighFreedom",1.20482789659559,-0.974940603747572,-1.25493368027647,0.182593696556509
"CYP","Cyprus",4.83996708452627,"HighFreedom",1.36581285427277,0.233118569158377,-0.193029802239973,0.513081098587817
"CZE","Czechia",3.08789151162402,"HighFreedom",2.32134475992787,-0.458133447023306,0.0221421497248069,0.0501869346544404
"DNK","Denmark",4.03961168274685,"HighFreedom",2.35312810290735,0.712613203186874,0.736067089714497,0.962925068931789
"DJI","Djibouti",4.22915939577968,"LowFreedom",-1.31921362650979,0.413747661918963,-0.2114130772186,-0.847539015729527
"DOM","Dominican Republic",3.42125270153868,"HighFreedom",0.0923528974813158,-0.0610334491293919,-0.848832270319343,0.135838857756408
"ECU","Ecuador",3.6233325911706,"LowFreedom",-0.320660974278425,-0.0686730676660143,-1.13882449686983,-0.409670706967487
"EGY","Egypt, Arab Rep.",1.89456654453005,"LowFreedom",-0.820765827613241,-2.46580168859209,-1.46307397580954,-0.0601975697608575
"SLV","El Salvador",3.92117585421859,"HighFreedom",-0.722530466728888,-0.123564558195451,-0.959118094205777,-0.479580609037562
"EST","Estonia",4.07108578665012,"HighFreedom",1.77939887873679,1.31663076329904,-1.04359116456654,0.270483176819334
"ETH","Ethiopia",3.33916543200345,"LowFreedom",-2.02163301589051,0.104614257151311,-0.120207696043334,-0.151514573022163
"FJI","Fiji",4.25407337558004,"LowFreedom",-0.110873799193858,0.253983156695336,-0.925506490307327,-0.853762809633683
"FIN","Finland",3.56000194734359,"HighFreedom",2.1264898733657,1.82045653812677,-0.683736214114763,0.839759278385199
"FRA","France",3.85464576828342,"HighFreedom",1.99231272648856,-0.404097171855105,0.569590730125948,0.218775864204005
"GMB","Gambia, The",3.79809354971073,"HighFreedom",-1.46851538075262,1.32798839345038,0.132975835642202,-0.318988312144658
"GEO","Georgia",3.64692100235196,"HighFreedom",1.39159713952982,-0.19233737499405,0.785616503347297,-1.10899027945224
"DEU","Germany",3.43849812882129,"HighFreedom",2.11706911208379,1.15809845839073,-1.20956133723169,0.618152627532874
"GHA","Ghana",2.43008370631866,"LowFreedom",-0.913638947190673,0.23609330971428,1.02159481836543,-0.0578899270787526
"GRC","Greece",4.49957395921925,"HighFreedom",1.1533814314763,-0.0283297317277044,-0.902883447054448,0.112987606300421
"GTM","Guatemala",3.80890263233188,"HighFreedom",0.0656232002612332,0.0262114171931075,-0.241304849249977,-1.06673538599764
"GIN","Guinea",3.14169960003772,"LowFreedom",-3.14546120391945,0.873280679559231,0.170747545686915,0.424568049533111
"GNB","Guinea-Bissau",3.18720780417651,"LowFreedom",-3.60177375352141,-0.381856260001133,0.374436161108091,0.187877984131711
"GUY","Guyana",3.0542385105887,"LowFreedom",-0.308062124900392,0.186083212052974,-0.532516140200468,0.122063213800226
"HND","Honduras",4.23311947547032,"HighFreedom",-0.914371976984629,-0.0650884131719391,-0.304400084846188,-0.874317079482831
"HKG","Hong Kong SAR, China",6.30766423086029,"HighFreedom",2.56036713631711,1.17757018314685,0.984743076021542,-0.407179453962238
"HUN","Hungary",3.74971058354738,"HighFreedom",1.1928627971803,-0.0919109560177498,-0.789002281825208,0.350245193546036
"ISL","Iceland",3.95455284717874,"HighFreedom",2.35312400823328,0.176529612984026,-0.565776458597972,0.809789398295698
"IND","India",4.16256514997472,"LowFreedom",-0.655662322710443,-0.297753616935534,0.299188064711496,0.135418278571371
"IDN","Indonesia",3.72868788371076,"HighFreedom",-0.622754384838095,-0.727625103723764,-1.07359737876312,0.0755650745661205
"IRQ","Iraq",3.54289522230981,"LowFreedom",-2.25698475645217,0.177911308864322,-0.60402429390523,0.0433498610369818
"IRL","Ireland",3.70429740160835,"HighFreedom",2.52153585213915,1.13104839829746,0.899887673831329,0.454108896205406
"ISR","Israel",4.70834577673497,"HighFreedom",1.83483507331686,0.27417946768845,-1.31643106081069,-0.369036256918065
"ITA","Italy",4.25498583833989,"HighFreedom",1.58845473511366,-0.901819581710164,0.44934198392288,0.305843083332464
"JAM","Jamaica",4.06795867104853,"HighFreedom",0.31953574254891,0.945016163884674,1.45449397042694,-0.796980625777464
"JPN","Japan",5.14388766788198,"HighFreedom",2.55038886178491,0.305893133734839,-0.63035560079133,-0.323967337407769
"JOR","Jordan",4.80314579049852,"HighFreedom",-0.189214386690135,0.445968059888222,0.715385958653854,-1.00173851021449
"KAZ","Kazakhstan",3.28772631347252,"LowFreedom",0.450680052368735,-0.947428840084867,1.04458967255779,0.121376983787504
"KEN","Kenya",3.61241710828863,"HighFreedom",-1.46209917848515,1.20279514631339,0.58155049421517,0.0614841762876516
"KOR","Korea, Rep.",4.43390486027456,"HighFreedom",1.9404893859861,-0.701013495219845,1.81122252293728,0.110717240875878
"KWT","Kuwait",4.30668707671808,"LowFreedom",0.391520856812767,-0.994622675875788,0.821214563441277,0.522027722984403
"KGZ","Kyrgyz Republic",3.50275783170778,"LowFreedom",-1.19606856106681,-0.525396644073766,1.05474801937836,-0.304525807726145
"LAO","Lao PDR",4.41832858131172,"LowFreedom",-1.64844166927358,-0.246772928730878,1.36149137109493,0.379852785173326
"LVA","Latvia",3.85983440173923,"HighFreedom",1.35503435356925,1.30173692756966,-1.20980140115494,0.143089310868594
"LBN","Lebanon",3.12832462835797,"LowFreedom",-0.828529416937051,-0.825412915821927,-0.601840805058537,-0.702064675765665
"LSO","Lesotho",3.72153361781629,"LowFreedom",-2.32061304832159,0.245218612424062,0.952966236555481,0.0620482245097727
"LBY","Libya",3.84524515197648,"LowFreedom",-2.1945034404912,-1.57341413064397,-0.692697263455274,0.795180886156602
"LTU","Lithuania",3.84789064179745,"HighFreedom",1.19833468992576,0.110019872241535,1.01074810496589,0.661453957203807
"LUX","Luxembourg",4.48900725836018,"HighFreedom",3.33413193873878,-0.0199972699006615,0.388713794409551,0.367775396172222
"MDG","Madagascar",3.07754322235195,"LowFreedom",-3.65393660961822,0.767551915250346,0.214636886945581,0.0610581227673682
"MYS","Malaysia",4.53085482209942,"HighFreedom",0.856260816238114,0.836649570363556,-0.972586503080338,-0.598800328254717
"MLI","Mali",3.64857008703195,"LowFreedom",-3.05681552772961,0.456118334674469,0.132444602617817,0.187562059712394
"MLT","Malta",4.7066140263774,"HighFreedom",1.8095815989993,0.280293003542645,0.521711310191495,0.235040442534634
"MRT","Mauritania",5.63230002710202,"LowFreedom",-1.80250276638974,-0.182807796923143,-0.0542218331444704,-0.404168127978183
"MUS","Mauritius",4.73082498100259,"HighFreedom",0.977627434039637,0.474726988611328,-0.53950418395887,0.0375486080817721
"MEX","Mexico",3.25045079560552,"HighFreedom",-0.11018838329892,-0.939174011183065,0.855396573905736,-0.126946652979035
"MDA","Moldova",3.54046671344928,"LowFreedom",0.105351253494276,-1.23412503420389,0.155277345797949,0.323143959234101
"MNG","Mongolia",3.94391112086746,"LowFreedom",0.669453772032774,-0.723018888706969,0.127511816259596,-0.424971781338721
"MNE","Montenegro",4.0697370584932,"HighFreedom",1.10749024898607,-0.749396740940592,-0.522814334209275,-0.567542042294559
"MAR","Morocco",4.44080397449154,"LowFreedom",-0.315961391873446,-0.305131855688856,0.167709665399431,-0.292952143591782
"MOZ","Mozambique",3.87885879012904,"LowFreedom",-2.68752438176249,0.60338399159574,0.733743030448426,0.00597686558693056
"NAM","Namibia",3.9692648440326,"LowFreedom",-0.451883823077714,-0.587948317945152,-1.50034979526173,0.751825255861885
"NPL","Nepal",4.51449398182463,"LowFreedom",-0.386607662281531,0.421823046747543,0.243469612279728,-1.16591834470263
"NLD","Netherlands",4.49791282779473,"HighFreedom",1.93611097991399,1.51388676417353,-0.847317292769686,1.35852332023599
"NZL","New Zealand",4.73579548914715,"HighFreedom",2.85578697039206,1.74136374392872,-0.192060655151149,-0.190535693624669
"NIC","Nicaragua",3.41582222078292,"LowFreedom",-1.58097577264937,-0.215032950075962,-0.719690228879291,-0.429009813259823
"NER","Niger",2.73697728929133,"LowFreedom",-3.6824956352446,1.49845799072229,0.495810975061397,0.120283417428742
"NGA","Nigeria",3.08639671086143,"LowFreedom",-1.68881694323518,0.899811808929212,-0.680522713633379,-0.411024012324081
"MKD","North Macedonia",4.1030968008969,"LowFreedom",0.723048325977064,-0.403590699851678,0.575672085712972,-0.983004288527626
"OMN","Oman",4.11615524669448,"LowFreedom",0.645495783533813,-0.335529238194495,-0.86465485083389,0.0216291545580187
"PAK","Pakistan",3.35806962605563,"LowFreedom",-1.70503634192513,-0.0386395026331308,0.0430590928061393,-0.259678454240812
"PAN","Panama",4.72531682967649,"HighFreedom",1.0696458828016,-0.112659054109178,-0.873182456256426,-0.380306935264656
"PRY","Paraguay",3.80288645774854,"HighFreedom",-0.371595443156472,0.20738367065619,-0.632743606424027,-0.449378170476909
"PER","Peru",3.52070133923816,"HighFreedom",0.0553775190742694,-0.414139340612965,1.98253164344813,-0.424082705789415
"PHL","Philippines",4.05105451327486,"HighFreedom",-0.657672287844305,0.272665925479805,-0.684328963949971,-0.529614690742754
"POL","Poland",3.82927975964849,"LowFreedom",1.22842657446964,-0.428910174346047,-0.818001419737281,0.284154339164068
"PRT","Portugal",4.54195219970711,"HighFreedom",2.17010510619926,-0.355536107395846,-1.12288720806825,0.242974328677907
"ROU","Romania",3.54192629173564,"HighFreedom",1.25047662798259,-0.316919479158624,-0.768438233367357,0.462885566013599
"RWA","Rwanda",3.17543195582018,"LowFreedom",-1.84736295921526,1.75078014016662,0.6355324516837,0.453950109460402
"SAU","Saudi Arabia",3.9851858547797,"HighFreedom",1.1227295492473,-0.269039197220767,1.29326269659985,0.661731021588238
"SEN","Senegal",3.90755580171491,"LowFreedom",-2.02623746930734,0.708439627724339,-0.00361953998493884,0.115073602429795
"SRB","Serbia",3.86998869447419,"LowFreedom",0.589930576251544,-0.45950541578062,-0.613960169494552,-0.276444798417539
"SYC","Seychelles",3.2490599080857,"HighFreedom",1.16105625307049,-0.410704584752151,-0.632446110291721,-0.404020870812167
"SGP","Singapore",5.4995619555745,"HighFreedom",2.84269027325929,1.85297776246333,-0.869057851461009,0.568292107429031
"SVK","Slovak Republic",3.95739498874423,"HighFreedom",1.27643007451643,-0.315473782641198,0.647060704024979,0.240301505138703
"SVN","Slovenia",4.09693950178561,"HighFreedom",1.31293015955469,-0.442463234965768,-0.887016869303307,0.504599218378209
"ZAF","South Africa",3.8482919097016,"LowFreedom",0.08807583469144,0.335341669066986,-0.994567064193667,-0.0164331187484588
"ESP","Spain",4.44683776552505,"HighFreedom",2.08166431998783,-0.277745779543281,0.6289842847636,0.044067161330439
"SUR","Suriname",4.3386539687313,"LowFreedom",-0.554455445039092,-0.542201588503863,0.478426990630268,0.341310054746849
"SWE","Sweden",4.23553207957642,"HighFreedom",1.72789617362456,0.977208615914976,-0.302417424355112,1.31853179020152
"CHE","Switzerland",5.14302472034197,"HighFreedom",2.91034917126556,0.159550927460251,0.711336819299292,0.19215433759401
"TJK","Tajikistan",3.34105066835842,"LowFreedom",-2.09842514253967,0.662872924296582,-0.640062877123319,-0.304903270518178
"TZA","Tanzania",2.8774074617259,"LowFreedom",-1.88489827298244,1.7978415439893,-0.10793709366631,0.121889641704038
"THA","Thailand",4.44771805456196,"HighFreedom",0.405356015660062,0.0161064897798814,-1.56677134509752,-0.541683109806553
"TLS","Timor-Leste",3.98060483007359,"LowFreedom",-1.27910754818622,0.71705424963125,0.89345435800369,-0.525131767563556
"TGO","Togo",4.08431000301182,"LowFreedom",-2.21083582052754,0.849448199186039,-0.00954354131873458,0.0229281363265175
"TTO","Trinidad and Tobago",3.9751400817916,"LowFreedom",0.226557864772001,-0.19646880841551,-1.01360270481137,0.252936301893879
"TUN","Tunisia",4.24583734654386,"LowFreedom",-0.689731209903065,-1.09795296404807,-0.539676491270712,0.175123755847112
"TUR","TÃ¼rkiye",3.91253527199722,"LowFreedom",0.0532603262842314,-1.37817187443564,0.73377148348948,0.203613750241679
"UGA","Uganda",2.91205357483597,"LowFreedom",-2.52422516627609,1.58195059160085,0.686426210924589,0.118147931706731
"UKR","Ukraine",3.5082159769459,"LowFreedom",-1.14029858618184,-2.40225353315251,0.437784944590713,0.845480018393067
"ARE","United Arab Emirates",4.79050513628121,"HighFreedom",1.30274930745487,0.411392091781841,-1.18756315681212,0.792266143576508
"URY","Uruguay",4.01745838666347,"HighFreedom",1.30242866926746,-0.921399489933135,2.06709491425915,-0.217679585129322
"VNM","Vietnam",4.87805540217514,"LowFreedom",-0.920356689272505,0.496386543845088,-1.34949541910185,0.598118648463767
"ZMB","Zambia",3.39329617820269,"LowFreedom",-2.29890589094999,0.617254576172687,0.856386385820643,0.753754077302622
